ID,TE,NPP,Light,SO2,NO2,LSTV,X,Y,name1,name2,CODE,cluster
62932.0,265798.15541,0.0,52.0,0.0,0.0,530338.875,1368685.65945,4282055.49709,辽宁省,辽宁,21.0,0
62933.0,719363.126921,598.0,60.0,0.0,0.0,424948.75,1378685.65945,4282055.49709,辽宁省,辽宁,21.0,0
62934.0,119352.430021,888.099975586,0.0,0.0,0.0,0.0,1388685.65945,4282055.49709,辽宁省,辽宁,21.0,0
63311.0,10569.7972488,0.0,17.0,0.0,0.0,0.0,1368685.65945,4292055.49709,辽宁省,辽宁,21.0,0
63312.0,215724.273782,0.0,23.0,192.35144043,3254.96679688,409806.125,1378685.65945,4292055.49709,辽宁省,辽宁,21.0,0
63313.0,76270.1419037,766.599975586,12.0,192.35144043,3254.96679688,316203.75,1388685.65945,4292055.49709,辽宁省,辽宁,21.0,0
63314.0,777325.492982,728.799987793,62.0,192.35144043,3254.96679688,315430.5,1398685.65945,4292055.49709,辽宁省,辽宁,21.0,6
63315.0,5966829.36225,0.0,43.0,0.0,0.0,531587.25,1408685.65945,4292055.49709,辽宁省,辽宁,21.0,2
63693.0,214754.321422,781.200012207,36.0,192.35144043,3254.96679688,314754.75,1388685.65945,4302055.49709,辽宁省,辽宁,21.0,0
63694.0,2688907.60434,0.0,62.0,192.35144043,3254.96679688,109769.5,1398685.65945,4302055.49709,辽宁省,辽宁,21.0,4
63695.0,27542827.016,0.0,0.0,0.0,0.0,322460.4375,1408685.65945,4302055.49709,辽宁省,辽宁,21.0,3
64077.0,1249788.86533,0.0,61.0,0.0,0.0,317787.25,1408685.65945,4312055.49709,辽宁省,辽宁,21.0,6
64078.0,11716986.0126,0.0,62.0,0.0,0.0,0.0,1418685.65945,4312055.49709,辽宁省,辽宁,21.0,5
64460.0,181347.624726,698.599975586,59.0,155.934158325,3391.93847656,318118.75,1408685.65945,4322055.49709,辽宁省,辽宁,21.0,0
64461.0,399181.260037,452.999969482,40.0,155.934158325,3391.93847656,211675.0625,1418685.65945,4322055.49709,辽宁省,辽宁,21.0,0
64462.0,228552.429229,663.700012207,55.0,155.934158325,3391.93847656,317458.625,1428685.65945,4322055.49709,辽宁省,辽宁,21.0,0
64463.0,57388.8086829,500.700012207,0.0,0.0,0.0,525910.25,1438685.65945,4322055.49709,辽宁省,辽宁,21.0,0
64845.0,2788744.86187,0.0,15.0,155.934158325,3391.93847656,314919.5,1408685.65945,4332055.49709,辽宁省,辽宁,21.0,4
64846.0,160403.267127,476.899993896,9.0,155.934158325,3391.93847656,1529.4375,1418685.65945,4332055.49709,辽宁省,辽宁,21.0,0
64847.0,237445.602449,692.299987793,12.0,155.934158325,3391.93847656,1863.375,1428685.65945,4332055.49709,辽宁省,辽宁,21.0,0
64848.0,798617.500825,570.0,18.0,0.0,0.0,320202.875,1438685.65945,4332055.49709,辽宁省,辽宁,21.0,6
65239.0,152315.83301,551.599975586,7.0,155.934158325,3391.93847656,212715.8125,1418685.65945,4342055.49709,辽宁省,辽宁,21.0,0
65240.0,144756.225678,522.200012207,7.0,155.934158325,3391.93847656,106591.5625,1428685.65945,4342055.49709,辽宁省,辽宁,21.0,0
65241.0,179778.404948,508.199981689,11.0,0.0,0.0,213337.6875,1438685.65945,4342055.49709,辽宁省,辽宁,21.0,0
65242.0,69033.1516799,504.700012207,0.0,0.0,0.0,0.0,1448685.65945,4342055.49709,辽宁省,辽宁,21.0,0
65633.0,117486.893536,395.699981689,5.0,114.745033264,3133.02514648,317604.6875,1388685.65945,4352055.49709,辽宁省,辽宁,21.0,0
