ID,TE,NPP,Light,SO2,NO2,LSTV,X,Y,name1,name2,CODE,cluster
28535.0,176693.267855,621.499938965,13.0,84.6957931519,4768.20410156,-1336.5,1458685.65945,3372055.49709,江苏省,江苏,32.0,0
28912.0,769316.671521,651.399963379,16.0,85.3839874268,5135.56054688,2673.5625,1458685.65945,3382055.49709,江苏省,江苏,32.0,0
29282.0,11704.6232255,0.0,13.0,102.38659668,4945.17333984,-4560.75,1418685.65945,3392055.49709,江苏省,江苏,32.0,0
29283.0,0.0474100001156,0.0,6.0,102.38659668,4945.17333984,-1635.125,1428685.65945,3392055.49709,江苏省,江苏,32.0,0
29284.0,6088.14954415,0.0,25.0,85.3839874268,5135.56054688,-4437.1875,1438685.65945,3392055.49709,江苏省,江苏,32.0,0
29285.0,65448.2027319,0.0,28.0,85.3839874268,5135.56054688,-1655.3125,1448685.65945,3392055.49709,江苏省,江苏,32.0,0
29286.0,818594.50837,780.900024414,41.0,85.3839874268,5135.56054688,1162.5625,1458685.65945,3392055.49709,江苏省,江苏,32.0,0
29287.0,1642971.28506,0.0,55.0,94.1232070923,5522.69921875,-1046.3125,1468685.65945,3392055.49709,江苏省,江苏,32.0,5
29644.0,8624.28984976,357.699981689,7.0,104.489105225,4002.87939453,-2154.6875,1298685.65945,3402055.49709,江苏省,江苏,32.0,0
29650.0,3901.57250805,518.5,0.0,47.5765037537,3702.31958008,-2154.6875,1358685.65945,3402055.49709,江苏省,江苏,32.0,0
29651.0,15129.8849506,774.499938965,5.0,47.5765037537,3702.31958008,-4271.75,1368685.65945,3402055.49709,江苏省,江苏,32.0,0
29655.0,218.833589914,0.0,0.0,102.38659668,4945.17333984,-1309.75,1408685.65945,3402055.49709,江苏省,江苏,32.0,0
29656.0,0.0,0.0,5.0,102.38659668,4945.17333984,-1426.5,1418685.65945,3402055.49709,江苏省,江苏,32.0,0
29657.0,3931.19958919,752.299987793,6.0,102.38659668,4945.17333984,791.375,1428685.65945,3402055.49709,江苏省,江苏,32.0,0
29658.0,7893.87599037,0.0,21.0,85.3839874268,5135.56054688,-708.8125,1438685.65945,3402055.49709,江苏省,江苏,32.0,0
29659.0,8663.2482465,529.5,22.0,85.3839874268,5135.56054688,1435.6875,1448685.65945,3402055.49709,江苏省,江苏,32.0,0
29660.0,91386.3532792,0.0,29.0,85.3839874268,5135.56054688,-733.0625,1458685.65945,3402055.49709,江苏省,江苏,32.0,0
29661.0,694944.995055,555.199951172,43.0,94.1232070923,5522.69921875,146.0625,1468685.65945,3402055.49709,江苏省,江苏,32.0,0
