ID,TE,NPP,Light,SO2,NO2,LSTV,X,Y,name1,name2,CODE,cluster
9492.0,3218.82430848,310.700012207,0.0,23.4780445099,638.232910156,-3027.1875,-311314.340548,2742055.49709,四川省,四川,51.0,0
9493.0,803.624921273,438.099975586,0.0,15.9336853027,554.838989258,-6871.625,-301314.340548,2742055.49709,四川省,四川,51.0,0
9494.0,422.458496989,407.399993896,0.0,15.9336853027,554.838989258,5627.0,-291314.340548,2742055.49709,四川省,四川,51.0,0
9714.0,54184.5586331,975.900024414,0.0,23.4780445099,638.232910156,-2290.3125,-321314.340548,2752055.49709,四川省,四川,51.0,0
9715.0,14301.9114436,968.0,0.0,23.4780445099,638.232910156,4296.6875,-311314.340548,2752055.49709,四川省,四川,51.0,0
9716.0,244438.663454,598.0,0.0,15.9336853027,554.838989258,661.3125,-301314.340548,2752055.49709,四川省,四川,51.0,0
9717.0,1621.41629949,364.199981689,0.0,15.9336853027,554.838989258,4801.5625,-291314.340548,2752055.49709,四川省,四川,51.0,0
9718.0,15972.7652266,457.600006104,0.0,15.9336853027,554.838989258,1345.625,-281314.340548,2752055.49709,四川省,四川,51.0,0
9723.0,618.440475249,455.399993896,0.0,0.0,370.315338135,4313.0625,-231314.340548,2752055.49709,四川省,四川,51.0,0
9936.0,2127.98329796,1578.0,0.0,83.323059082,939.132995605,-2892.0625,-331314.340548,2762055.49709,四川省,四川,51.0,0
9937.0,44875.3758559,875.0,0.0,83.323059082,939.132995605,-894.25,-321314.340548,2762055.49709,四川省,四川,51.0,0
9938.0,16818.6034573,919.900024414,0.0,83.323059082,939.132995605,-6425.875,-311314.340548,2762055.49709,四川省,四川,51.0,0
9939.0,2519.67973349,413.999969482,5.0,65.8893127441,890.991638184,-1324.9375,-301314.340548,2762055.49709,四川省,四川,51.0,0
9940.0,2391.00321665,852.099975586,0.0,65.8893127441,890.991638184,600.4375,-291314.340548,2762055.49709,四川省,四川,51.0,0
9941.0,1833.02501879,494.799987793,0.0,65.8893127441,890.991638184,-1086.4375,-281314.340548,2762055.49709,四川省,四川,51.0,0
9942.0,1558.11090195,511.299957275,0.0,40.9785232544,546.53692627,-2237.5,-271314.340548,2762055.49709,四川省,四川,51.0,0
9943.0,7007.93324592,509.499969482,0.0,40.9785232544,546.53692627,-5396.5,-261314.340548,2762055.49709,四川省,四川,51.0,0
9946.0,2807.37648599,924.099975586,0.0,4.21985149384,464.513824463,5769.5,-231314.340548,2762055.49709,四川省,四川,51.0,0
9947.0,751.943421081,459.099975586,0.0,4.21985149384,464.513824463,6962.4375,-221314.340548,2762055.49709,四川省,四川,51.0,0
10157.0,11880.5159176,925.5,0.0,83.323059082,939.132995605,-10409.875,-331314.340548,2772055.49709,四川省,四川,51.0,0
10158.0,37451.9931178,827.399963379,0.0,83.323059082,939.132995605,-3997.3125,-321314.340548,2772055.49709,四川省,四川,51.0,0
10159.0,15622.7017789,616.499938965,6.0,83.323059082,939.132995605,6049.3125,-311314.340548,2772055.49709,四川省,四川,51.0,0
10160.0,22684.6737432,759.899963379,11.0,65.8893127441,890.991638184,7785.4375,-301314.340548,2772055.49709,四川省,四川,51.0,0
10161.0,11371.6152816,965.199951172,0.0,65.8893127441,890.991638184,-12952.125,-291314.340548,2772055.49709,四川省,四川,51.0,0
10162.0,1058.78139292,669.900024414,0.0,65.8893127441,890.991638184,8269.6875,-281314.340548,2772055.49709,四川省,四川,51.0,0
10163.0,2331.86524819,733.399963379,0.0,40.9785232544,546.53692627,8626.75,-271314.340548,2772055.49709,四川省,四川,51.0,0
10164.0,75784.1725218,783.599975586,0.0,40.9785232544,546.53692627,3833.625,-261314.340548,2772055.49709,四川省,四川,51.0,0
10165.0,496.306367956,800.599975586,0.0,40.9785232544,546.53692627,-9235.6875,-251314.340548,2772055.49709,四川省,四川,51.0,0
10166.0,893.800479021,415.199981689,0.0,4.21985149384,464.513824463,5005.375,-241314.340548,2772055.49709,四川省,四川,51.0,0
10167.0,2904.20782012,743.299987793,0.0,4.21985149384,464.513824463,1575.5625,-231314.340548,2772055.49709,四川省,四川,51.0,0
10168.0,3813.61841108,984.799987793,0.0,4.21985149384,464.513824463,-20885.875,-221314.340548,2772055.49709,四川省,四川,51.0,0
10169.0,2167.50976891,1040.90002441,0.0,9.65403270721,389.861877441,-8959.0,-211314.340548,2772055.49709,四川省,四川,51.0,0
10170.0,561.010363414,574.0,0.0,9.65403270721,389.861877441,-8498.4375,-201314.340548,2772055.49709,四川省,四川,51.0,0
10377.0,938.550214909,477.799987793,0.0,88.8260345459,780.319030762,-3376.875,-341314.340548,2782055.49709,四川省,四川,51.0,0
10378.0,1187.40905714,843.400024414,6.0,83.323059082,939.132995605,-6421.0,-331314.340548,2782055.49709,四川省,四川,51.0,0
10379.0,50180.8890272,561.299987793,7.0,83.323059082,939.132995605,4815.5,-321314.340548,2782055.49709,四川省,四川,51.0,0
10380.0,138520.702028,260.199981689,6.0,83.323059082,939.132995605,6678.875,-311314.340548,2782055.49709,四川省,四川,51.0,0
10381.0,1006.38790191,476.699981689,0.0,65.8893127441,890.991638184,8084.125,-301314.340548,2782055.49709,四川省,四川,51.0,0
10382.0,18943.5610675,883.899963379,0.0,65.8893127441,890.991638184,-11434.8125,-291314.340548,2782055.49709,四川省,四川,51.0,0
10383.0,6600.35781753,764.199951172,0.0,65.8893127441,890.991638184,-2716.125,-281314.340548,2782055.49709,四川省,四川,51.0,0
10384.0,34837.5246811,1292.5,0.0,40.9785232544,546.53692627,1565.25,-271314.340548,2782055.49709,四川省,四川,51.0,0
10385.0,4318.91464636,808.799987793,0.0,40.9785232544,546.53692627,1256.875,-261314.340548,2782055.49709,四川省,四川,51.0,0
10386.0,493.561938045,449.399963379,0.0,40.9785232544,546.53692627,-3780.875,-251314.340548,2782055.49709,四川省,四川,51.0,0
10387.0,545.839575688,804.699951172,0.0,4.21985149384,464.513824463,-4038.75,-241314.340548,2782055.49709,四川省,四川,51.0,0
10388.0,2559.95300172,427.799987793,0.0,4.21985149384,464.513824463,2752.0,-231314.340548,2782055.49709,四川省,四川,51.0,0
10389.0,763.221947069,776.099975586,0.0,4.21985149384,464.513824463,-3674.875,-221314.340548,2782055.49709,四川省,四川,51.0,0
10390.0,466.605159988,424.399993896,0.0,9.65403270721,389.861877441,-2013.5625,-211314.340548,2782055.49709,四川省,四川,51.0,0
10391.0,480.0735427,898.399963379,0.0,9.65403270721,389.861877441,-9251.5,-201314.340548,2782055.49709,四川省,四川,51.0,0
10592.0,293932.101492,672.700012207,6.0,93.7513504028,603.587585449,9614.6875,-351314.340548,2792055.49709,四川省,四川,51.0,5
10593.0,3155774.20003,599.599975586,17.0,93.7513504028,603.587585449,8109.625,-341314.340548,2792055.49709,四川省,四川,51.0,4
10594.0,36727845.0668,0.0,35.0,102.636245728,776.846984863,12450.1875,-331314.340548,2792055.49709,四川省,四川,51.0,3
10595.0,902791.476441,0.0,12.0,102.636245728,776.846984863,688.625,-321314.340548,2792055.49709,四川省,四川,51.0,5
10596.0,117221.573933,417.5,11.0,102.636245728,776.846984863,5524.9375,-311314.340548,2792055.49709,四川省,四川,51.0,0
10597.0,103265.535961,557.799987793,5.0,85.9241714478,862.634460449,7545.1875,-301314.340548,2792055.49709,四川省,四川,51.0,0
10598.0,379.191182951,859.200012207,0.0,85.9241714478,862.634460449,-4083.1875,-291314.340548,2792055.49709,四川省,四川,51.0,0
10599.0,10454.7799746,1005.29992676,7.0,85.9241714478,862.634460449,-4455.4375,-281314.340548,2792055.49709,四川省,四川,51.0,0
10600.0,504607.855498,626.299987793,0.0,55.8180541992,607.642944336,1859.0625,-271314.340548,2792055.49709,四川省,四川,51.0,5
10601.0,3084.70731099,912.499938965,0.0,55.8180541992,607.642944336,-473.25,-261314.340548,2792055.49709,四川省,四川,51.0,0
10602.0,7004.87046653,554.899963379,0.0,55.8180541992,607.642944336,310.1875,-251314.340548,2792055.49709,四川省,四川,51.0,0
10603.0,19065.846483,848.499938965,0.0,13.8531045914,518.919128418,7117.0,-241314.340548,2792055.49709,四川省,四川,51.0,0
10604.0,3046.87473395,821.599975586,0.0,13.8531045914,518.919128418,1110.8125,-231314.340548,2792055.49709,四川省,四川,51.0,0
10605.0,21077.6768642,546.599975586,5.0,13.8531045914,518.919128418,1034.8125,-221314.340548,2792055.49709,四川省,四川,51.0,0
10606.0,57829.4304701,518.400024414,0.0,8.24687004089,408.241912842,3170.625,-211314.340548,2792055.49709,四川省,四川,51.0,0
10607.0,1660.295936,606.199951172,5.0,8.24687004089,408.241912842,-3892.1875,-201314.340548,2792055.49709,四川省,四川,51.0,0
10805.0,3516821.34048,809.899963379,29.0,93.7513504028,603.587585449,4509.5625,-341314.340548,2802055.49709,四川省,四川,51.0,4
10806.0,27573.6911775,855.699951172,9.0,102.636245728,776.846984863,1596.1875,-331314.340548,2802055.49709,四川省,四川,51.0,0
10807.0,560898.435635,902.200012207,31.0,102.636245728,776.846984863,-11333.8125,-321314.340548,2802055.49709,四川省,四川,51.0,5
10808.0,7516.87889732,0.0,5.0,102.636245728,776.846984863,2521.5,-311314.340548,2802055.49709,四川省,四川,51.0,0
10809.0,82264.1220449,845.699951172,9.0,85.9241714478,862.634460449,-1310.375,-301314.340548,2802055.49709,四川省,四川,51.0,0
10810.0,699.74418838,932.5,0.0,85.9241714478,862.634460449,-5656.875,-291314.340548,2802055.49709,四川省,四川,51.0,0
10811.0,568.783369456,997.5,5.0,85.9241714478,862.634460449,-4948.6875,-281314.340548,2802055.49709,四川省,四川,51.0,0
10812.0,131370.164911,712.299987793,9.0,55.8180541992,607.642944336,5634.3125,-271314.340548,2802055.49709,四川省,四川,51.0,0
10813.0,1255.17950947,881.0,0.0,55.8180541992,607.642944336,2329.9375,-261314.340548,2802055.49709,四川省,四川,51.0,0
10814.0,543.562765616,980.399963379,0.0,55.8180541992,607.642944336,-1888.25,-251314.340548,2802055.49709,四川省,四川,51.0,0
10815.0,344797.760555,835.699951172,32.0,13.8531045914,518.919128418,3313.5625,-241314.340548,2802055.49709,四川省,四川,51.0,5
10816.0,138621.037952,975.599975586,0.0,13.8531045914,518.919128418,61.4375,-231314.340548,2802055.49709,四川省,四川,51.0,0
10817.0,3216.53555983,956.799987793,0.0,13.8531045914,518.919128418,-863.25,-221314.340548,2802055.49709,四川省,四川,51.0,0
10818.0,20858.9936119,995.099975586,0.0,8.24687004089,408.241912842,-1953.375,-211314.340548,2802055.49709,四川省,四川,51.0,0
10819.0,1867.98134472,672.0,0.0,8.24687004089,408.241912842,-8035.4375,-201314.340548,2802055.49709,四川省,四川,51.0,0
11018.0,5931.51684147,721.699951172,5.0,93.7513504028,603.587585449,-11931.875,-341314.340548,2812055.49709,四川省,四川,51.0,0
11019.0,692.769611105,909.399963379,0.0,102.636245728,776.846984863,-3470.0,-331314.340548,2812055.49709,四川省,四川,51.0,0
11020.0,1820.61361842,902.099975586,0.0,102.636245728,776.846984863,801.1875,-321314.340548,2812055.49709,四川省,四川,51.0,0
11021.0,1273756.61513,782.199951172,5.0,102.636245728,776.846984863,3937.1875,-311314.340548,2812055.49709,四川省,四川,51.0,6
11022.0,369283.159399,993.999938965,14.0,85.9241714478,862.634460449,4462.125,-301314.340548,2812055.49709,四川省,四川,51.0,5
11023.0,1724.34940589,893.599975586,0.0,85.9241714478,862.634460449,11266.3125,-291314.340548,2812055.49709,四川省,四川,51.0,0
11024.0,675.080952662,873.900024414,0.0,85.9241714478,862.634460449,-8197.3125,-281314.340548,2812055.49709,四川省,四川,51.0,0
11025.0,30894.0348191,1189.99987793,0.0,55.8180541992,607.642944336,-8239.875,-271314.340548,2812055.49709,四川省,四川,51.0,0
11026.0,1029.1348295,1027.30004883,0.0,55.8180541992,607.642944336,239.0625,-261314.340548,2812055.49709,四川省,四川,51.0,0
11027.0,1890.47070553,898.099975586,0.0,55.8180541992,607.642944336,-1056.0,-251314.340548,2812055.49709,四川省,四川,51.0,0
11028.0,2260.7668767,833.799987793,0.0,13.8531045914,518.919128418,371.125,-241314.340548,2812055.49709,四川省,四川,51.0,0
11029.0,3038.31048603,750.299987793,0.0,13.8531045914,518.919128418,-2115.8125,-231314.340548,2812055.49709,四川省,四川,51.0,0
11030.0,2980.60879422,490.199981689,0.0,13.8531045914,518.919128418,-4272.3125,-221314.340548,2812055.49709,四川省,四川,51.0,0
11031.0,1297.86680415,881.299987793,0.0,8.24687004089,408.241912842,-3182.1875,-211314.340548,2812055.49709,四川省,四川,51.0,0
11032.0,5136.09308641,847.499938965,0.0,8.24687004089,408.241912842,-4529.625,-201314.340548,2812055.49709,四川省,四川,51.0,0
11229.0,1321.92834234,952.399963379,0.0,57.9666748047,393.339416504,238.5,-351314.340548,2822055.49709,四川省,四川,51.0,0
11230.0,3540.73699763,885.0,0.0,57.9666748047,393.339416504,-4789.9375,-341314.340548,2822055.49709,四川省,四川,51.0,0
11231.0,1928.32873059,767.799987793,6.0,41.0093193054,480.128875732,-2631.0625,-331314.340548,2822055.49709,四川省,四川,51.0,0
11232.0,4494.71935807,869.200012207,7.0,41.0093193054,480.128875732,3448.625,-321314.340548,2822055.49709,四川省,四川,51.0,0
11233.0,275.2860267,1028.0,0.0,41.0093193054,480.128875732,-8312.8125,-311314.340548,2822055.49709,四川省,四川,51.0,0
11234.0,13465.0788887,999.099975586,10.0,56.4141349792,524.03137207,-3423.125,-301314.340548,2822055.49709,四川省,四川,51.0,0
11235.0,411161.00767,843.499938965,8.0,56.4141349792,524.03137207,1553.625,-291314.340548,2822055.49709,四川省,四川,51.0,5
11236.0,28095.7889501,870.299987793,0.0,56.4141349792,524.03137207,11027.25,-281314.340548,2822055.49709,四川省,四川,51.0,0
11237.0,13155.5832052,481.599975586,0.0,47.1489753723,552.786254883,-2910.875,-271314.340548,2822055.49709,四川省,四川,51.0,0
11238.0,6137.56993697,954.0,0.0,47.1489753723,552.786254883,1219.125,-261314.340548,2822055.49709,四川省,四川,51.0,0
11239.0,274.76756794,1016.29998779,0.0,47.1489753723,552.786254883,-8438.875,-251314.340548,2822055.49709,四川省,四川,51.0,0
11240.0,780.463840466,1014.79992676,0.0,29.490026474,476.38192749,-6056.625,-241314.340548,2822055.49709,四川省,四川,51.0,0
11241.0,857.170755883,881.399963379,0.0,29.490026474,476.38192749,-3653.625,-231314.340548,2822055.49709,四川省,四川,51.0,0
11242.0,6377.88434214,890.700012207,0.0,29.490026474,476.38192749,352.8125,-221314.340548,2822055.49709,四川省,四川,51.0,0
11243.0,2672.63262465,614.699951172,0.0,0.0,411.170806885,4748.0625,-211314.340548,2822055.49709,四川省,四川,51.0,0
11437.0,1018.0317578,954.799926758,0.0,57.9666748047,393.339416504,-1906.5,-361314.340548,2832055.49709,四川省,四川,51.0,0
11438.0,2989.58058531,898.199951172,7.0,57.9666748047,393.339416504,4336.1875,-351314.340548,2832055.49709,四川省,四川,51.0,0
11439.0,18242.5008672,936.799987793,0.0,57.9666748047,393.339416504,7303.0,-341314.340548,2832055.49709,四川省,四川,51.0,0
11440.0,1522.61504258,859.299987793,0.0,41.0093193054,480.128875732,541.4375,-331314.340548,2832055.49709,四川省,四川,51.0,0
11441.0,430.740105184,703.5,0.0,41.0093193054,480.128875732,1031.0,-321314.340548,2832055.49709,四川省,四川,51.0,0
11442.0,305.456601651,924.699951172,0.0,41.0093193054,480.128875732,-12911.25,-311314.340548,2832055.49709,四川省,四川,51.0,0
11443.0,271.957307848,818.299987793,0.0,56.4141349792,524.03137207,6750.125,-301314.340548,2832055.49709,四川省,四川,51.0,0
11444.0,11302.2251622,1221.30004883,24.0,56.4141349792,524.03137207,-1217.875,-291314.340548,2832055.49709,四川省,四川,51.0,0
11445.0,158816.375005,841.699951172,0.0,56.4141349792,524.03137207,9398.125,-281314.340548,2832055.49709,四川省,四川,51.0,0
11446.0,12142.0585431,803.0,0.0,47.1489753723,552.786254883,-8792.25,-271314.340548,2832055.49709,四川省,四川,51.0,0
11447.0,1963.69088846,948.200012207,0.0,47.1489753723,552.786254883,3772.9375,-261314.340548,2832055.49709,四川省,四川,51.0,0
11448.0,403.117886773,918.599975586,0.0,47.1489753723,552.786254883,-2308.0,-251314.340548,2832055.49709,四川省,四川,51.0,0
11449.0,64.7195075502,486.199981689,0.0,29.490026474,476.38192749,-4742.0,-241314.340548,2832055.49709,四川省,四川,51.0,0
11450.0,173252.500173,890.399963379,0.0,29.490026474,476.38192749,-1938.6875,-231314.340548,2832055.49709,四川省,四川,51.0,0
11451.0,2511.56232188,692.5,0.0,29.490026474,476.38192749,5990.25,-221314.340548,2832055.49709,四川省,四川,51.0,0
11452.0,213378.470192,492.600006104,9.0,0.0,411.170806885,4852.75,-211314.340548,2832055.49709,四川省,四川,51.0,0
11648.0,1270.26240489,542.100036621,0.0,16.2084846497,267.636383057,-2525.1875,-371314.340548,2842055.49709,四川省,四川,51.0,0
11649.0,2865.26366432,546.899963379,0.0,57.9666748047,393.339416504,7531.125,-361314.340548,2842055.49709,四川省,四川,51.0,0
11650.0,3175.53438562,1403.5,0.0,57.9666748047,393.339416504,990.4375,-351314.340548,2842055.49709,四川省,四川,51.0,0
11651.0,1379.96686792,1657.30004883,0.0,57.9666748047,393.339416504,3452.875,-341314.340548,2842055.49709,四川省,四川,51.0,0
11652.0,1908.17607001,790.299926758,0.0,41.0093193054,480.128875732,-207.4375,-331314.340548,2842055.49709,四川省,四川,51.0,0
11653.0,1175.97211269,1017.29998779,0.0,41.0093193054,480.128875732,3029.5625,-321314.340548,2842055.49709,四川省,四川,51.0,0
11654.0,1253.66522825,891.099975586,0.0,41.0093193054,480.128875732,-7376.0,-311314.340548,2842055.49709,四川省,四川,51.0,0
11655.0,1071.41833182,821.699951172,0.0,56.4141349792,524.03137207,-3487.0,-301314.340548,2842055.49709,四川省,四川,51.0,0
11656.0,1382.65919997,550.5,0.0,56.4141349792,524.03137207,-5992.6875,-291314.340548,2842055.49709,四川省,四川,51.0,0
11657.0,94268.9155182,851.700012207,7.0,56.4141349792,524.03137207,8440.5625,-281314.340548,2842055.49709,四川省,四川,51.0,0
11658.0,12555.3629444,988.999938965,0.0,47.1489753723,552.786254883,5116.75,-271314.340548,2842055.49709,四川省,四川,51.0,0
11659.0,675.130540565,895.699951172,0.0,47.1489753723,552.786254883,911.875,-261314.340548,2842055.49709,四川省,四川,51.0,0
11660.0,215.348510294,714.299987793,0.0,47.1489753723,552.786254883,-454.4375,-251314.340548,2842055.49709,四川省,四川,51.0,0
11661.0,112.622855122,870.899963379,0.0,29.490026474,476.38192749,-9527.75,-241314.340548,2842055.49709,四川省,四川,51.0,0
11662.0,1355.68959993,1024.40002441,0.0,29.490026474,476.38192749,1709.4375,-231314.340548,2842055.49709,四川省,四川,51.0,0
11663.0,88174.3704068,993.900024414,0.0,29.490026474,476.38192749,6905.8125,-221314.340548,2842055.49709,四川省,四川,51.0,0
11664.0,240160.124431,870.499938965,6.0,0.0,411.170806885,4487.6875,-211314.340548,2842055.49709,四川省,四川,51.0,0
11858.0,336.339362205,726.200012207,0.0,0.0,234.080093384,-3373.8125,-371314.340548,2852055.49709,四川省,四川,51.0,0
11859.0,4784.87525668,509.099975586,6.0,0.0,258.864227295,-284.125,-361314.340548,2852055.49709,四川省,四川,51.0,0
11860.0,487.574417441,890.199951172,0.0,0.0,258.864227295,-2707.0625,-351314.340548,2852055.49709,四川省,四川,51.0,0
11861.0,20201.4204889,946.999938965,0.0,0.0,258.864227295,15.8125,-341314.340548,2852055.49709,四川省,四川,51.0,0
11862.0,117.053895228,923.0,0.0,25.2536773682,335.125732422,-6120.4375,-331314.340548,2852055.49709,四川省,四川,51.0,0
11863.0,3037.8701771,889.499938965,0.0,25.2536773682,335.125732422,6804.1875,-321314.340548,2852055.49709,四川省,四川,51.0,0
11864.0,1914.28635402,1291.69995117,0.0,25.2536773682,335.125732422,9202.875,-311314.340548,2852055.49709,四川省,四川,51.0,0
11865.0,23634.1746584,865.899963379,0.0,38.5031433105,417.849853516,5341.8125,-301314.340548,2852055.49709,四川省,四川,51.0,0
11866.0,1059.05474444,765.5,6.0,38.5031433105,417.849853516,-6161.125,-291314.340548,2852055.49709,四川省,四川,51.0,0
11867.0,946835.999858,456.399963379,16.0,38.5031433105,417.849853516,-557.9375,-281314.340548,2852055.49709,四川省,四川,51.0,5
11868.0,75775.9737546,958.399963379,0.0,47.2730102539,473.46496582,8970.4375,-271314.340548,2852055.49709,四川省,四川,51.0,0
11869.0,1134.18561275,1075.59997559,0.0,47.2730102539,473.46496582,8197.875,-261314.340548,2852055.49709,四川省,四川,51.0,0
11870.0,162.625952735,972.499938965,0.0,47.2730102539,473.46496582,-18058.3125,-251314.340548,2852055.49709,四川省,四川,51.0,0
11871.0,426.366487279,993.900024414,0.0,29.5548534393,406.395080566,5444.0,-241314.340548,2852055.49709,四川省,四川,51.0,0
11872.0,2562.93453494,505.800018311,0.0,29.5548534393,406.395080566,7423.5,-231314.340548,2852055.49709,四川省,四川,51.0,0
11873.0,154691.499329,560.599975586,0.0,29.5548534393,406.395080566,-10959.125,-221314.340548,2852055.49709,四川省,四川,51.0,0
11874.0,2968.48812656,833.799987793,0.0,7.13317775726,373.812194824,1384.0,-211314.340548,2852055.49709,四川省,四川,51.0,0
12069.0,2332.18618326,711.799987793,0.0,0.0,234.080093384,-1163.75,-371314.340548,2862055.49709,四川省,四川,51.0,0
12070.0,1208.63189506,441.899993896,0.0,0.0,258.864227295,278.625,-361314.340548,2862055.49709,四川省,四川,51.0,0
12071.0,433.741090564,417.099975586,0.0,0.0,258.864227295,-5209.1875,-351314.340548,2862055.49709,四川省,四川,51.0,0
12072.0,780.586721079,975.799987793,0.0,0.0,258.864227295,2209.4375,-341314.340548,2862055.49709,四川省,四川,51.0,0
12073.0,261.523303865,938.900024414,0.0,25.2536773682,335.125732422,-1264.75,-331314.340548,2862055.49709,四川省,四川,51.0,0
12074.0,480.632018094,874.099975586,0.0,25.2536773682,335.125732422,414.1875,-321314.340548,2862055.49709,四川省,四川,51.0,0
12075.0,4908.02077014,961.200012207,0.0,25.2536773682,335.125732422,3439.5,-311314.340548,2862055.49709,四川省,四川,51.0,0
12076.0,511.923796646,748.799987793,0.0,38.5031433105,417.849853516,-1856.0,-301314.340548,2862055.49709,四川省,四川,51.0,0
12077.0,1162.28220686,1698.30004883,0.0,38.5031433105,417.849853516,-6748.1875,-291314.340548,2862055.49709,四川省,四川,51.0,0
12078.0,1102.29914918,907.700012207,0.0,38.5031433105,417.849853516,-5117.25,-281314.340548,2862055.49709,四川省,四川,51.0,0
12079.0,45174.5813486,928.099975586,6.0,47.2730102539,473.46496582,-5981.75,-271314.340548,2862055.49709,四川省,四川,51.0,0
12080.0,17220.2653372,843.299987793,0.0,47.2730102539,473.46496582,1736.1875,-261314.340548,2862055.49709,四川省,四川,51.0,0
