,cluster,NPP,Light,SO2,NO2,LSTV,X,Y,code,yTest,yPred
92,0,66.0999984741,0.0,0.0,142.574325562,-1439.9375,-671314.340548,3902055.49709,0,0.0,283.390123438
93,0,191.100006104,0.0,0.0,217.919616699,-8652.875,-471314.340548,3342055.49709,0,633.99760892,358.985974912
94,0,0.0,0.0,0.0,0.0,0.0,1338685.65945,3922055.49709,0,20.758400172,2765.79641219
95,0,0.0,0.0,0.0,305.258758545,-1233.125,-421314.340548,4282055.49709,0,0.0,2631.63100241
96,0,651.599975586,0.0,62.9594497681,522.314941406,-4892.8125,-171314.340548,2512055.49709,0,8244.45037731,11579.67671
97,0,76.2000045776,0.0,0.0,682.38494873,1969.125,-1821314.34055,4672055.49709,0,11126.0441011,8490.47114768
98,0,0.0,0.0,9.4445476532,308.421478271,-2244.125,-1311314.34055,4582055.49709,0,0.0,374.924543468
99,0,409.399993896,5.0,0.0,470.018951416,-4752.9375,468685.659452,3352055.49709,0,509.660794295,20185.6801545
100,0,1420.30004883,0.0,0.0,0.0,319216.1875,-681314.340548,2542055.49709,0,4904.65807408,11912.3187391
101,0,506.699981689,0.0,90.9978485107,3894.48632813,-2542.1875,1228685.65945,3352055.49709,0,5457.95096941,23913.7640278
102,0,474.899963379,0.0,11.8602571487,674.527954102,2376.125,1888685.65945,4912055.49709,0,1106.42138641,6431.5232955
103,0,382.799987793,0.0,18.9394950867,326.955108643,7794.625,-291314.340548,3972055.49709,0,1963.9330185,14058.6529379
104,0,351.199981689,0.0,41.3122291565,2453.04101563,-8809.9375,808685.659452,4292055.49709,0,1463.96765742,5643.56922867
105,0,0.0,0.0,0.0,124.936004639,952.0,-921314.340548,4092055.49709,0,0.0,187.062307304
106,0,9.19999980927,0.0,0.0,148.647018433,-2814.125,-1501314.34055,3622055.49709,0,0.0,0.0
107,0,0.0,0.0,0.0,0.0,0.0,2188685.65945,5432055.49709,0,0.00272999994922,533.067967237
108,0,542.799987793,0.0,37.0906295776,721.199279785,2210.125,558685.659452,3032055.49709,0,1511.7946176,20353.6995796
109,0,189.499984741,0.0,277.296508789,3388.36206055,1071.25,578685.659452,4022055.49709,0,1456.97412973,36362.2827487
110,0,424.200012207,0.0,29.3975410461,697.73828125,-3017.375,518685.659452,3052055.49709,0,2100.00075684,10064.6424869
111,0,507.5,0.0,34.1388893127,988.477233887,-2076.875,188685.659452,2742055.49709,0,2735.77054432,11353.9717158
112,0,0.0,0.0,0.0,313.162322998,-2051.5,-331314.340548,4372055.49709,0,0.0,3432.30919142
113,0,167.300003052,0.0,0.0,470.997528076,717.1875,708685.659452,4572055.49709,0,620.257859809,2794.21538954
114,0,676.499938965,0.0,7.82052183151,755.052612305,4580.1875,1178685.65945,2922055.49709,0,1600.74127957,22295.2114929
115,0,73.6999969482,0.0,2.89782738686,310.008209229,-10728.0,-1721314.34055,4762055.49709,0,0.0,455.967950076
116,0,322.399993896,0.0,188.072570801,3547.49609375,5254.1875,718685.659452,3962055.49709,0,20125.0629127,28596.6930056
117,0,709.799987793,0.0,0.0,636.349853516,2905.375,538685.659452,2272055.49709,0,16720.1745874,17540.6889636
118,0,0.0,0.0,0.0,0.0,214777.8125,548685.659452,2172055.49709,0,13595.3711269,6699.63610802
119,0,0.0,0.0,0.0,0.0,0.0,-2571314.34055,4342055.49709,0,0.0,42.424436813
120,0,265.899993896,0.0,0.0,209.672515869,-8544.375,-91314.3405484,3472055.49709,0,75.6390238026,477.69048933
121,0,518.099975586,49.0,146.859466553,3535.41894531,613.125,328685.659452,3642055.49709,0,328881.080606,128886.107157
122,0,0.0,0.0,0.0,209.605422974,2761.8125,-2111314.34055,3432055.49709,0,0.0,0.806537191834
123,0,82.5999984741,0.0,9.11541652679,232.629821777,-1607.875,-1381314.34055,5352055.49709,0,554.073050933,1769.99456389
124,0,7.09999990463,0.0,0.0,184.170288086,-6000.5625,-1301314.34055,3682055.49709,0,0.0,0.445524508446
125,0,0.0,0.0,0.0,498.894897461,16153.0,-2061314.34055,4612055.49709,0,0.0,2360.51484907
126,0,377.0,0.0,0.0,269.340148926,1978.375,1438685.65945,5782055.49709,0,0.0050700000138,240.755458031
127,0,31.0999984741,0.0,0.0,172.997268677,-1573.6875,-1131314.34055,3752055.49709,0,0.0,206.470774185
128,0,412.899993896,0.0,18.8088130951,1654.53588867,6.125,1598685.65945,4812055.49709,0,3272.72515688,19076.7888096
129,0,300.899993896,0.0,9.3766450882,233.252258301,3884.25,-391314.340548,4062055.49709,0,665.232309688,3094.66416179
130,0,331.299987793,0.0,7.70543813705,267.649139404,966.75,1458685.65945,5682055.49709,0,0.0,2689.84380446
131,0,170.800003052,0.0,3.7357006073,227.883209229,-4789.375,-821314.340548,3322055.49709,0,0.0,48.3639139646
132,0,171.800003052,0.0,57.9305915833,2820.37231445,911.875,1068685.65945,4412055.49709,0,9049.05619972,30871.0823058
133,0,623.900024414,0.0,0.0,777.902099609,2047.0,928685.659452,3042055.49709,0,3487.05313892,12068.9838278
134,0,0.0,0.0,21.7221298218,596.698791504,6861.375,138685.659452,4402055.49709,0,423.703664528,3649.89999097
135,0,448.100006104,0.0,52.2887420654,2336.42236328,1244.125,888685.659452,3412055.49709,0,7757.50522041,19781.1021514
136,0,776.5,0.0,19.3923740387,338.334838867,1770.8125,-301314.340548,2592055.49709,0,1943.91854124,21405.2434789
137,0,405.899993896,0.0,0.0,810.334838867,-2252.0625,1938685.65945,5162055.49709,0,3385.90086441,3264.34595053
138,0,405.599975586,0.0,4.3448433876,587.67364502,2038.6875,448685.659452,2752055.49709,0,2335.19461021,14690.6084628
139,0,11.8999996185,0.0,0.0,169.388015747,3755.8125,-1791314.34055,3492055.49709,0,0.0,0.0
140,0,169.399993896,0.0,15.9093637466,974.133789063,-5732.3125,388685.659452,4202055.49709,0,4682.53802141,3036.4303552
141,0,149.899993896,0.0,0.409965097904,131.562271118,-903.9375,-801314.340548,3402055.49709,0,0.0,147.027163978
